193.756882 -56.82392951
194.760803 2.478736772
195.764725 66.21767311
196.768646 117.81751026
197.772568 150.29987812
198.776489 166.74230943
199.780411 173.11664333
200.784332 174.10066956
201.788254 172.42654507
202.792175 169.35106642
203.796097 165.06003532
204.800018 158.74571386
205.80394 148.34959033
206.807861 130.07879314
207.811783 98.37861515
208.815704 48.40077887
209.819626 -17.288328141
210.823547 -83.9261196
211.827469 -132.927904886
212.83139 -154.07936582
213.835312 -145.10806016
214.839233 -106.951660469
215.843155 -46.47580246
216.847076 19.730686707
217.850998 73.95798486
218.854919 109.4618359
219.858841 129.46251943
220.862762 139.78918981
221.866684 144.97870497
222.870605 147.7880469
223.874527 149.7281776
224.878448 151.57318463
225.88237 153.66877656
226.886292 156.06838666
227.890213 158.54968272
228.894135 160.50001576
229.898056 160.65469136
230.901978 156.61759362
231.905899 144.26163717
232.909821 117.74701235
233.913742 72.26110596
234.917664 10.837934851
235.921585 -52.08012007
236.925507 -100.75226139
237.929428 -130.12478001
238.93335 -144.22131386
239.937271 -149.02186717
240.941193 -148.99053332
241.945114 -146.79309131
242.949036 -143.86838987
243.952957 -140.95900423
244.956879 -138.42531937
245.9608 -136.41708761
246.964722 -134.94917339
247.968643 -133.91150647
248.972565 -133.03898476
249.976486 -131.79031563
250.980408 -129.14142334
251.984329 -123.22972196
252.988251 -111.01564023
253.992172 -88.71789498
254.996094 -54.82022676
256 -15.521852795
257.003937 16.089849137
